Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Atlassian Project),Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
"Approval Requests page (stage/entity filters, decisions)",J2-67,10223,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:23 PM,22/Jun/26 5:53 PM,22/Jun/26 3:46 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000y7:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:45 PM
"Gate Reviews page (review outcomes, conditions)",J2-66,10222,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:23 PM,22/Jun/26 5:53 PM,22/Jun/26 3:46 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000xz:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:45 PM
"Change Requests page (cost/schedule impact, lifecycle)",J2-65,10221,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:23 PM,22/Jun/26 5:53 PM,22/Jun/26 3:45 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000xr:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:45 PM
"Issues page (CRUD, escalation, priority filters)",J2-64,10220,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:23 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000xj:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
"Risks page (heatmap matrix, severity distribution, mitigation)",J2-63,10219,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:23 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000xb:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
"4 additional components (Button, Dialog, TableShell, TableFooter)	",J2-62,10218,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:22 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000x3:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
VarianceDisplay + HealthSplitBar components,J2-61,10217,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:22 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000wv:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
GanttChart component,J2-60,10216,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:22 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000wn:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
"Schedule page (WBS, Gantt chart, milestones, tasks)",J2-59,10215,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:22 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000wf:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
"Funding Sources page (allocation tracking, utilization)",J2-58,10214,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:22 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000w7:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
"Cashflow page (inflow/outflow, fiscal periods)",J2-57,10213,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:22 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000vz:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
"Budgets page (variance, committed/forecast tracking)",J2-56,10212,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:22 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000vr:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
"Pipeline/Initiatives page (stages, approvals)",J2-55,10211,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:21 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000vj:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
Projects page (360° view with 7 sub-entity tabs),J2-54,10210,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:21 PM,22/Jun/26 5:53 PM,03/Jun/26 6:40 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000vb:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:44 PM
"Programmes page (list, detail, risk/issue tabs)",J2-53,10209,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:21 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000v3:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
"Portfolios page (CRUD, detail drawer, hierarchy)",J2-52,10208,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:21 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000uv:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
"Dashboard page (KPIs, charts, alerts, action center)",J2-51,10207,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:21 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000un:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
Route mapping for all pages,J2-50,10206,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:21 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000uf:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
Primary shell layout (sidebar + top bar),J2-49,10205,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:20 PM,22/Jun/26 5:54 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000u7:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
User context & authentication wiring,J2-48,10204,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:20 PM,22/Jun/26 5:54 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000tz:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
Generated all 36 CRUD services,J2-47,10203,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:20 PM,22/Jun/26 5:54 PM,22/Jun/26 3:40 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000tr:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
Generated all 36 entity models,J2-46,10202,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:20 PM,22/Jun/26 5:54 PM,22/Jun/26 3:39 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000tj:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
Dataverse client setup & API integration,J2-45,10201,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:19 PM,22/Jun/26 5:54 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000tb:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
Project scaffolding (Vite + React 19 + MUI v9),J2-44,10200,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:19 PM,22/Jun/26 5:54 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000t3:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:43 PM
